#DASH Flow Data
#--------------------------------------------------------
#BMI DASH SN:   0
#BMI SEMS SN:   0
#--------------------------------------------------------
#DOY.Frac	YYYY	Secs	DO_Sh	DO_Smp	DO_Press	DO_Ht_T	DO_Ht_Pwr	DO_Fl_T	DO_X_T	HO_Sh_D_Fl	HO_Sh	HO_Smp	HO_Press	HO_RH	HO_T	HO_Ht_T	HO_Ht_Pwr	HO_Fl_T	HO_X_T	HO_DP_Cl	HO_DP_Lk	HM_Sh_D_Fl	HM_Sh	HM_Xs	HM_Smp_Xs	HM_Press	HM_RH	HM_T	HM_Ht_T	HM_Ht_Pwr	HM_Fl_T	HM_X_T	HM_DP_Cl	HM_DP_Lk	H2O_T	H2O_Pwr	H2O_Lvl	H2O_Cnt
 95.3583056	2024	1.9	-0.05	-0.003	664	29.7	160	17.0	-9.2	-0.01	-0.04	-0.003	5686	100.0	17.0	29.8	160	16.7	-9.3	1	1	0.00	-0.11	-0.18	0.00	5680	35.1	16.8	30.2	160	17.0	-9.2	1	0	16.7	75	0	23826
 95.3583171	2024	2.9	-0.05	-0.003	663	29.8	160	17.0	-9.2	-0.01	-0.04	-0.003	5686	100.0	17.0	29.9	160	16.7	-9.3	1	1	0.00	-0.11	-0.18	0.00	5680	35.2	16.8	30.3	160	17.0	-9.2	1	0	16.7	75	0	24026
 95.3583287	2024	3.9	-0.05	-0.003	663	29.9	160	17.0	-9.2	-0.02	-0.04	-0.002	5684	100.1	17.0	30.1	160	16.7	-9.3	1	1	0.00	-0.11	-0.18	0.00	5680	35.2	16.8	30.4	160	17.0	-9.2	1	0	16.7	74	0	24227
 95.3583403	2024	4.9	-0.05	-0.003	664	30.0	160	17.0	-9.2	-0.02	-0.04	-0.002	5684	100.1	17.0	30.2	160	16.7	-9.3	1	1	0.00	-0.11	-0.18	0.00	5680	35.2	16.8	30.6	160	17.0	-9.2	1	0	16.7	75	0	24426
 95.3583519	2024	5.9	-0.05	-0.003	663	30.1	160	17.0	-9.2	-0.02	-0.04	-0.002	5684	100.1	17.0	30.3	160	16.7	-9.3	1	1	0.00	-0.11	-0.18	0.00	5680	35.2	16.7	30.7	160	17.0	-9.2	1	0	16.7	74	0	24627
 95.3583634	2024	6.9	-0.05	-0.003	664	30.2	160	17.0	-9.2	-0.02	-0.04	-0.002	5684	100.1	17.0	30.4	160	16.7	-9.3	1	1	0.00	-0.11	-0.18	0.00	5680	35.2	16.8	30.8	160	17.0	-9.2	1	0	16.7	74	0	24827
 95.3583750	2024	7.9	-0.05	-0.003	663	30.4	160	17.0	-9.2	-0.02	-0.04	-0.002	5684	100.1	17.0	30.5	160	16.7	-9.3	1	1	0.00	-0.11	-0.19	0.00	5680	35.2	16.8	30.9	160	17.0	-9.2	1	0	16.7	75	0	25026
 95.3583866	2024	8.9	-0.05	-0.003	664	30.5	160	17.0	-9.2	-0.02	-0.04	-0.002	5684	100.1	17.0	30.6	160	16.7	-9.3	1	1	0.00	-0.11	-0.18	0.00	5680	35.3	16.8	31.0	160	17.0	-9.2	1	0	16.7	75	0	25226
 95.3583981	2024	9.8	-0.05	-0.003	663	30.6	160	17.0	-9.2	-0.02	-0.04	-0.002	5684	100.1	17.0	30.7	160	16.7	-9.3	1	1	0.00	-0.11	-0.19	0.00	5680	35.2	16.8	31.1	160	17.0	-9.2	1	0	16.7	75	0	25426
 95.3584097	2024	10.8	-0.05	-0.003	664	30.7	160	17.0	-9.2	-0.02	-0.04	-0.002	5684	100.1	17.0	30.8	160	16.7	-9.3	1	1	0.00	-0.12	-0.18	0.00	5680	35.2	16.9	31.2	160	17.0	-9.2	1	0	16.8	75	0	25626
 95.3584213	2024	11.8	-0.05	-0.003	663	30.8	160	17.0	-9.2	-0.02	-0.04	-0.002	5684	100.1	17.0	31.0	160	16.7	-9.3	1	1	0.00	-0.11	-0.18	0.00	5680	35.3	16.8	31.3	160	17.0	-9.2	1	0	16.8	75	0	25826
 95.3584329	2024	12.8	-0.05	-0.003	663	30.9	160	17.0	-9.2	-0.02	-0.04	-0.002	5686	100.1	17.0	31.1	160	16.7	-9.3	1	1	0.00	-0.11	-0.19	0.00	5679	35.2	16.8	31.4	160	17.0	-9.2	1	0	16.8	75	0	26026
 95.3584444	2024	13.8	-0.05	-0.003	664	31.0	160	17.0	-9.2	-0.02	-0.04	-0.002	5686	100.1	17.0	31.2	160	16.7	-9.3	1	1	0.00	-0.11	-0.18	0.00	5680	35.2	16.8	31.5	160	17.0	-9.2	1	0	16.8	75	0	26226
 95.3584560	2024	14.8	-0.05	-0.003	664	31.1	160	17.0	-9.2	-0.02	-0.04	-0.002	5686	96.8	17.0	31.3	160	16.7	-9.3	1	1	0.00	-0.11	-0.18	0.00	5679	35.3	16.9	31.6	160	17.0	-9.2	1	0	16.8	75	0	26426
 95.3584676	2024	15.8	-0.05	-0.003	664	31.2	160	17.0	-9.2	-0.02	-0.04	-0.002	5686	89.1	17.0	31.4	160	16.7	-9.3	1	1	0.00	-0.11	-0.18	0.00	5680	35.3	16.8	31.8	160	17.0	-9.2	1	0	16.8	74	0	26627
 95.3584792	2024	16.8	-0.05	-0.003	664	31.3	160	17.1	-9.2	-0.02	-0.04	-0.002	5686	79.5	17.0	31.5	160	16.7	-9.3	1	1	0.00	-0.11	-0.18	0.00	5679	35.4	16.8	31.9	160	17.1	-9.2	1	0	16.8	74	0	26827
 95.3584907	2024	17.9	-0.05	-0.003	664	31.4	160	17.0	-9.2	-0.02	-0.04	-0.002	5686	73.0	17.0	31.6	160	16.7	-9.3	1	1	0.00	-0.11	-0.18	0.00	5679	35.4	16.8	32.0	160	17.1	-9.2	1	0	16.8	74	0	27027
 95.3585023	2024	18.9	-0.05	-0.003	664	31.5	160	17.1	-9.2	-0.02	-0.04	-0.002	5686	70.3	17.0	31.7	160	16.7	-9.3	1	1	0.00	-0.11	-0.18	0.00	5679	35.5	16.8	32.1	160	17.1	-9.2	1	0	16.8	74	0	27227
 95.3585139	2024	19.9	-0.05	-0.003	664	31.7	160	17.1	-9.2	-0.02	-0.04	-0.002	5686	62.5	17.0	31.8	160	16.7	-9.3	1	1	0.00	-0.11	-0.18	0.00	5679	35.5	16.8	32.2	160	17.1	-9.2	1	0	16.8	74	0	27427
 95.3585255	2024	20.9	-0.05	-0.003	664	31.8	160	17.1	-9.2	-0.02	-0.04	-0.003	5686	58.0	17.0	31.9	160	16.7	-9.3	1	1	0.00	-0.11	-0.18	0.00	5679	35.5	16.8	32.3	160	17.1	-9.2	1	0	16.8	74	0	27627
 95.3585370	2024	21.9	-0.05	-0.003	664	31.9	160	17.1	-9.2	-0.02	-0.04	-0.002	5686	55.6	17.0	32.1	160	16.7	-9.3	1	1	0.00	-0.11	-0.18	0.00	5679	35.6	16.8	32.4	160	17.1	-9.2	1	0	16.8	75	0	27826
 95.3585486	2024	22.9	-0.05	-0.003	664	32.0	160	17.1	-9.2	-0.02	-0.04	-0.002	5686	49.9	17.0	32.2	160	16.7	-9.3	1	1	0.00	-0.11	-0.18	0.00	5679	35.6	16.8	32.5	160	17.1	-9.2	1	0	16.8	74	0	28027
 95.3585602	2024	23.9	-0.05	-0.003	664	32.1	160	17.1	-9.2	-0.02	-0.04	-0.002	5686	48.1	17.0	32.3	160	16.7	-9.3	1	1	0.00	-0.12	-0.18	0.00	5679	35.6	16.8	32.6	160	17.1	-9.2	1	0	16.8	75	0	28226
 95.3585718	2024	24.9	-0.05	-0.003	664	32.2	160	17.1	-9.2	-0.02	-0.05	-0.003	5684	44.7	17.0	32.4	160	16.8	-9.3	1	1	0.00	-0.11	-0.18	0.00	5679	35.7	16.8	32.7	160	17.1	-9.2	1	0	16.8	75	0	28426
 95.3585833	2024	25.9	-0.05	-0.003	664	32.3	160	17.1	-9.2	-0.02	-0.04	-0.003	5684	41.7	17.0	32.5	160	16.8	-9.3	1	1	0.00	-0.12	-0.18	0.00	5679	35.7	16.8	32.8	160	17.1	-9.2	1	0	16.8	74	0	28627
