#DASH Flow Data
#--------------------------------------------------------
#BMI DASH SN:   0
#BMI SEMS SN:   0
#--------------------------------------------------------
#DOY.Frac	YYYY	Secs	DO_Sh	DO_Smp	DO_Press	DO_Ht_T	DO_Ht_Pwr	DO_Fl_T	DO_X_T	HO_Sh_D_Fl	HO_Sh	HO_Smp	HO_Press	HO_RH	HO_T	HO_Ht_T	HO_Ht_Pwr	HO_Fl_T	HO_X_T	HO_DP_Cl	HO_DP_Lk	HM_Sh_D_Fl	HM_Sh	HM_Xs	HM_Smp_Xs	HM_Press	HM_RH	HM_T	HM_Ht_T	HM_Ht_Pwr	HM_Fl_T	HM_X_T	HM_DP_Cl	HM_DP_Lk	H2O_T	H2O_Pwr	H2O_Lvl	H2O_Cnt
 95.3898611	2024	0.6	0.61	0.063	653	40.6	0	21.6	-9.2	0.38	0.66	0.060	5549	63.1	21.0	40.2	0	21.1	-9.3	1	1	4.34	8.03	7.93	0.50	5499	65.1	20.7	40.5	0	21.7	-9.3	1	0	23.8	0	0	569127
 95.3898727	2024	1.6	0.61	0.063	653	40.6	0	21.6	-9.2	0.38	0.66	0.059	5549	62.9	21.0	40.3	0	21.1	-9.3	1	1	4.35	8.03	7.92	0.50	5499	65.0	20.7	40.5	0	21.7	-9.3	1	0	23.8	0	0	569326
 95.3898843	2024	2.6	0.60	0.061	653	40.6	0	21.6	-9.2	0.38	0.66	0.058	5549	62.7	21.0	40.3	0	21.1	-9.3	1	1	4.34	8.03	7.92	0.50	5499	65.1	20.8	40.5	0	21.7	-9.3	1	0	23.8	0	0	569527
 95.3898958	2024	3.6	0.61	0.060	653	40.5	0	21.6	-9.2	0.38	0.66	0.059	5549	62.5	21.0	40.4	0	21.1	-9.3	1	1	4.34	8.04	7.93	0.50	5499	65.5	21.0	40.4	0	21.7	-9.3	1	0	23.8	0	0	569727
 95.3899074	2024	4.6	0.61	0.060	653	40.5	0	21.6	-9.2	0.38	0.66	0.060	5549	62.5	21.0	40.4	0	21.1	-9.3	1	1	4.34	8.05	7.93	0.50	5499	65.4	20.8	40.4	0	21.7	-9.3	1	0	23.8	0	0	569927
 95.3899190	2024	5.6	0.61	0.060	653	40.5	0	21.6	-9.2	0.38	0.66	0.061	5549	62.4	21.0	40.5	0	21.1	-9.3	1	1	4.34	8.02	7.93	0.50	5499	65.5	20.8	40.4	0	21.7	-9.3	1	0	23.8	0	0	570127
 95.3899306	2024	6.6	0.61	0.060	653	40.5	0	21.6	-9.2	0.39	0.66	0.062	5547	62.4	21.0	40.5	0	21.1	-9.3	1	1	4.35	8.04	7.93	0.50	5499	65.5	20.8	40.4	0	21.7	-9.3	1	0	23.8	0	0	570327
 95.3899421	2024	7.6	0.60	0.059	653	40.5	0	21.6	-9.2	0.39	0.66	0.062	5547	62.3	21.0	40.5	0	21.1	-9.3	1	1	4.33	8.04	7.93	0.50	5499	65.3	20.8	40.4	0	21.7	-9.3	1	0	23.9	0	0	570527
 95.3899537	2024	8.6	0.60	0.059	653	40.5	0	21.6	-9.2	0.38	0.65	0.064	5547	62.1	21.0	40.6	0	21.1	-9.3	1	1	4.33	8.00	7.93	0.50	5499	65.0	20.8	40.3	0	21.7	-9.3	1	0	23.9	0	0	570726
 95.3899653	2024	9.6	0.60	0.055	653	40.5	0	21.6	-9.2	0.38	0.65	0.064	5547	62.0	21.0	40.6	0	21.1	-9.3	1	1	4.34	8.05	7.93	0.50	5499	64.9	20.8	40.3	0	21.7	-9.3	1	0	23.9	0	0	570926
