#DASH Flow Data
#--------------------------------------------------------
#BMI DASH SN:   0
#BMI SEMS SN:   0
#--------------------------------------------------------
#DOY.Frac	YYYY	Secs	DO_Sh	DO_Smp	DO_Press	DO_Ht_T	DO_Ht_Pwr	DO_Fl_T	DO_X_T	HO_Sh_D_Fl	HO_Sh	HO_Smp	HO_Press	HO_RH	HO_T	HO_Ht_T	HO_Ht_Pwr	HO_Fl_T	HO_X_T	HO_DP_Cl	HO_DP_Lk	HM_Sh_D_Fl	HM_Sh	HM_Xs	HM_Smp_Xs	HM_Press	HM_RH	HM_T	HM_Ht_T	HM_Ht_Pwr	HM_Fl_T	HM_X_T	HM_DP_Cl	HM_DP_Lk	H2O_T	H2O_Pwr	H2O_Lvl	H2O_Cnt
 95.3818484	2024	0.2	0.61	0.060	652	40.4	0	20.7	-9.2	0.12	0.64	0.061	5544	86.8	20.1	40.1	160	20.2	-9.3	1	1	2.81	8.01	7.94	0.49	5495	78.1	19.7	40.1	160	20.9	-9.3	1	0	23.4	0	0	430626
 95.3818600	2024	1.2	0.61	0.060	652	40.4	0	20.7	-9.2	0.12	0.64	0.062	5544	86.7	20.2	40.1	160	20.2	-9.3	1	1	2.81	8.01	7.94	0.49	5493	77.7	19.7	40.2	0	20.9	-9.3	1	0	23.4	0	0	430826
 95.3818715	2024	2.2	0.61	0.061	652	40.4	0	20.7	-9.2	0.12	0.64	0.062	5544	86.6	20.1	40.1	160	20.2	-9.3	1	1	2.80	8.02	7.93	0.49	5495	77.6	19.7	40.2	0	20.9	-9.3	1	0	23.4	0	0	431027
 95.3818831	2024	3.2	0.61	0.061	652	40.4	0	20.7	-9.2	0.12	0.63	0.062	5545	86.5	20.1	40.1	160	20.2	-9.3	1	1	2.81	8.03	7.93	0.49	5495	77.6	19.7	40.3	0	20.9	-9.3	1	0	23.4	0	0	431226
 95.3818947	2024	4.2	0.61	0.060	652	40.4	0	20.7	-9.2	0.12	0.64	0.061	5544	86.4	20.2	40.1	160	20.2	-9.3	1	1	2.81	8.02	7.94	0.49	5495	77.6	19.7	40.4	0	20.9	-9.3	1	0	23.4	0	0	431426
 95.3819062	2024	5.2	0.61	0.059	652	40.3	0	20.7	-9.2	0.13	0.63	0.061	5545	86.4	20.2	40.2	0	20.2	-9.3	1	1	2.81	8.02	7.94	0.49	5493	77.8	19.7	40.4	0	20.9	-9.3	1	0	23.5	0	0	431626
 95.3819178	2024	6.2	0.61	0.059	652	40.3	0	20.7	-9.2	0.12	0.63	0.059	5545	86.4	20.2	40.2	0	20.2	-9.3	1	1	2.81	8.00	7.94	0.49	5493	78.1	19.7	40.5	0	20.9	-9.3	1	0	23.5	0	0	431827
 95.3819294	2024	7.2	0.61	0.060	652	40.3	0	20.7	-9.2	0.13	0.64	0.058	5545	86.4	20.2	40.3	0	20.3	-9.3	1	1	2.81	8.02	7.94	0.49	5493	78.6	19.7	40.5	0	20.9	-9.3	1	0	23.5	0	0	432027
 95.3819410	2024	8.2	0.61	0.060	652	40.3	0	20.7	-9.2	0.13	0.64	0.058	5545	86.3	20.1	40.3	0	20.3	-9.3	1	1	2.81	8.01	7.94	0.49	5493	79.1	19.8	40.5	0	20.9	-9.3	1	0	23.5	0	0	432226
 95.3819525	2024	9.2	0.61	0.060	652	40.3	0	20.7	-9.2	0.13	0.64	0.057	5545	86.3	20.1	40.4	0	20.3	-9.3	1	1	2.81	8.01	7.94	0.49	5493	79.9	20.0	40.6	0	20.9	-9.3	1	0	23.5	0	0	432427
 95.3819641	2024	10.2	0.61	0.060	652	40.2	0	20.7	-9.2	0.13	0.64	0.057	5545	86.3	20.2	40.5	0	20.3	-9.3	1	1	2.81	8.00	7.94	0.49	5493	79.9	19.7	40.6	0	20.9	-9.3	1	0	23.5	0	0	432627
 95.3819757	2024	11.2	0.61	0.060	652	40.2	0	20.8	-9.2	0.13	0.64	0.057	5545	86.3	20.2	40.5	0	20.3	-9.3	1	1	2.82	8.00	7.94	0.49	5493	79.9	19.8	40.6	0	20.9	-9.3	1	0	23.5	0	0	432827
 95.3819873	2024	12.2	0.61	0.060	652	40.2	0	20.8	-9.2	0.13	0.64	0.058	5545	86.2	20.2	40.5	0	20.3	-9.3	1	1	2.81	8.01	7.94	0.49	5493	79.8	19.8	40.6	0	20.9	-9.3	1	0	23.5	0	0	433026
 95.3819988	2024	13.2	0.61	0.060	652	40.2	0	20.8	-9.2	0.13	0.65	0.057	5545	86.1	20.2	40.6	0	20.3	-9.3	1	1	2.82	8.02	7.94	0.49	5493	79.4	19.8	40.6	0	20.9	-9.3	1	0	23.5	0	0	433227
 95.3820104	2024	14.2	0.61	0.060	652	40.2	0	20.8	-9.2	0.14	0.65	0.058	5545	85.9	20.2	40.6	0	20.3	-9.3	1	1	2.81	8.02	7.94	0.49	5493	78.7	19.8	40.6	0	20.9	-9.3	1	0	23.5	0	0	433426
 95.3820220	2024	15.2	0.61	0.059	652	40.1	160	20.8	-9.2	0.14	0.65	0.060	5544	85.8	20.2	40.6	0	20.3	-9.3	1	1	2.81	8.02	7.94	0.49	5493	78.3	19.8	40.6	0	20.9	-9.3	1	0	23.6	0	0	433626
 95.3820336	2024	16.2	0.61	0.060	652	40.1	160	20.8	-9.2	0.13	0.65	0.060	5544	85.7	20.2	40.6	0	20.3	-9.3	1	1	2.81	8.02	7.94	0.49	5493	77.8	19.8	40.6	0	20.9	-9.3	1	0	23.6	0	0	433826
 95.3820451	2024	17.2	0.61	0.060	652	40.1	160	20.8	-9.2	0.14	0.65	0.060	5544	85.7	20.2	40.6	0	20.3	-9.3	1	1	2.81	8.01	7.94	0.49	5493	77.6	19.8	40.6	0	20.9	-9.3	1	0	23.6	0	0	434027
 95.3820567	2024	18.2	0.61	0.060	652	40.1	160	20.8	-9.2	0.13	0.65	0.061	5544	85.7	20.2	40.6	0	20.3	-9.3	1	1	2.81	8.02	7.94	0.49	5493	77.7	19.8	40.6	0	20.9	-9.3	1	0	23.6	0	0	434226
 95.3820683	2024	19.2	0.61	0.060	652	40.1	160	20.8	-9.2	0.14	0.65	0.060	5544	85.7	20.2	40.6	0	20.3	-9.3	1	1	2.81	8.01	7.94	0.49	5493	77.6	19.8	40.6	0	20.9	-9.3	1	0	23.6	0	0	434426
 95.3820799	2024	20.2	0.61	0.060	652	40.1	160	20.8	-9.2	0.14	0.65	0.061	5544	85.5	20.2	40.6	0	20.3	-9.3	1	1	2.81	8.03	7.94	0.49	5493	77.8	19.8	40.5	0	20.9	-9.3	1	0	23.6	0	0	434626
 95.3820914	2024	21.2	0.61	0.060	652	40.1	160	20.8	-9.2	0.14	0.65	0.062	5542	85.4	20.2	40.6	0	20.3	-9.3	1	1	2.81	8.01	7.94	0.49	5493	78.0	19.8	40.5	0	20.9	-9.3	1	0	23.6	0	0	434827
 95.3821030	2024	22.2	0.61	0.060	652	40.2	0	20.8	-9.2	0.14	0.64	0.061	5544	85.2	20.2	40.6	0	20.3	-9.3	1	1	2.81	8.01	7.94	0.49	5493	78.4	19.8	40.5	0	20.9	-9.3	1	0	23.6	0	0	435026
 95.3821146	2024	23.2	0.61	0.060	652	40.2	0	20.8	-9.2	0.14	0.64	0.060	5544	85.1	20.2	40.6	0	20.3	-9.3	1	1	2.81	8.01	7.94	0.49	5493	78.8	19.9	40.5	0	20.9	-9.3	1	0	23.6	0	0	435226
